"Pkg","Cls","Created count","Total created time","Total created time(ms)","Total created time(%)","Max created time(ms)","Avg created time(ms)","Resumed count","Total resumed time","Total resumed time(ms)","Total resumed time(%)","Max resumed time(ms)","Avg resumed time(ms)"
"com.royole.bwlauncher",".gallery.GalleryActivity","1","5h57m10s734ms","21430734","99%","21430734","21430734","2","30m48s152ms","1848152","8%","935167","924076"
